codigo,section,bloque,area_id,exclusivo_rol_id,texto,tipo,opciones,locale,peso,escala,scoring,respuesta_correcta,dimension,exclusivo_nivel_id
"gerente_ti_N1_CONOCIMIENTO_Q4","adopcion_ia","Conocimiento","","","¿Cuál de estas tareas es más adecuada para un asistente de IA de productividad para Gerentes de TI?","opcion_multiple_unica","[""Aprobación automática de todas las compras de hardware"",""Generar borradores de correos para comunicar cambios de TI a usuarios finales"",""Cambiar configuraciones críticas de red sin supervisión"",""Definir la estrategia de negocio de la empresa""]","es-MX","1","","","Generar borradores de correos para comunicar cambios de TI a usuarios finales","",""
"gerente_ti_N1_CONOCIMIENTO_Q5","adopcion_ia","Conocimiento","","","Cuando una organización comienza a usar IA, ¿qué suele ser una primera inversión razonable?","opcion_multiple_unica","[""Comprar un data center propio exclusivo para IA"",""Contratar un gran equipo de científicos de datos de inmediato"",""Explorar herramientas SaaS con IA integrada en procesos ya existentes (por ejemplo, ITSM)"",""Migrar todos los sistemas a IA sin análisis previo""]","es-MX","1","","","Explorar herramientas SaaS con IA integrada en procesos ya existentes (por ejemplo, ITSM)","",""
"gerente_ti_N1_CONOCIMIENTO_Q6","adopcion_ia","Conocimiento","","","Sobre la ética en IA, ¿cuál de las siguientes acciones es más apropiada para un Gerente de TI en una etapa inicial?","opcion_multiple_unica","[""Ignorar el tema y dejarlo al área legal"",""Definir reglas básicas sobre qué tipo de datos se pueden compartir con herramientas de IA"",""Permitir que cada usuario decida libremente"",""Bloquear toda herramienta de IA sin análisis""]","es-MX","1","","","Definir reglas básicas sobre qué tipo de datos se pueden compartir con herramientas de IA","",""
"gerente_ti_N1_ADOPCION_Q1","adopcion_ia","Adopción/uso","","","Uso herramientas de IA (por ejemplo, chatbots o asistentes de texto) para redactar o mejorar comunicaciones relacionadas con TI (correos, avisos de mantenimiento, etc.).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N1_ADOPCION_Q2","adopcion_ia","Adopción/uso","","","He probado al menos una herramienta de IA para apoyar actividades de soporte (preguntas frecuentes, ayuda a la mesa de servicio, etc.).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N1_ADOPCION_Q3","adopcion_ia","Adopción/uso","","","Siento que la IA ya me ha ayudado a ahorrar tiempo en tareas administrativas o de comunicación de TI.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N1_ADOPCION_Q4","adopcion_ia","Adopción/uso","","","Antes de compartir información corporativa en una herramienta de IA, reviso si contiene datos sensibles o confidenciales.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N1_ADOPCION_Q5","adopcion_ia","Adopción/uso","","","Converso con mi equipo de TI sobre qué herramientas de IA pueden probar y para qué tipos de tareas.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N1_ADOPCION_Q6","adopcion_ia","Adopción/uso","","","He buscado o considerado alguna capacitación básica para entender mejor qué puede y qué no puede hacer la IA en nuestro contexto.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_CONOCIMIENTO_Q1","adopcion_ia","Conocimiento","","","¿Qué describe mejor a un chatbot de soporte de TI basado en IA?","opcion_multiple_unica","[""Un formulario estático de contacto"",""Un sistema que responde siempre con mensajes pregrabados"",""Un sistema que entiende lenguaje natural y puede responder o enrutar solicitudes automáticamente"",""Una base de datos relacional""]","es-MX","1","","","Un sistema que entiende lenguaje natural y puede responder o enrutar solicitudes automáticamente","",""
"gerente_ti_N2_CONOCIMIENTO_Q2","adopcion_ia","Conocimiento","","","En una herramienta ITSM con IA, ¿qué es un caso típico de uso?","opcion_multiple_unica","[""Cambiar la topología de red sin aprobación"",""Clasificar y priorizar tickets de incidentes de forma automática según su texto"",""Aumentar las cuotas de almacenamiento a todos los usuarios"",""Desinstalar software sin registro""]","es-MX","1","","","Clasificar y priorizar tickets de incidentes de forma automática según su texto","",""
"gerente_ti_N2_CONOCIMIENTO_Q3","adopcion_ia","Conocimiento","","","¿Qué métrica refleja mejor el impacto de IA en la productividad del soporte de TI?","opcion_multiple_unica","[""Número total de servidores"",""Presupuesto de marketing"",""Tiempo medio de resolución de incidentes (MTTR)"",""Número de salas de juntas""]","es-MX","1","","","Tiempo medio de resolución de incidentes (MTTR)","",""
"gerente_ti_N2_CONOCIMIENTO_Q4","adopcion_ia","Conocimiento","","","Cuando automatizas con IA la categorización de tickets, ¿qué práctica es recomendable?","opcion_multiple_unica","[""Confiar ciegamente en la IA"",""Revisar periódicamente muestras de tickets para ajustar el modelo y las reglas"",""Eliminar el registro histórico de incidentes"",""Desactivar todos los reportes manuales""]","es-MX","1","","","Revisar periódicamente muestras de tickets para ajustar el modelo y las reglas","",""
"gerente_ti_N2_CONOCIMIENTO_Q5","adopcion_ia","Conocimiento","","","Si quieres justificar una pequeña inversión adicional en IA para soporte, ¿qué argumento es más adecuado?","opcion_multiple_unica","[""Es una tecnología de moda"",""Lo pide el proveedor"",""Podemos reducir tiempos de respuesta y liberar horas del equipo de soporte para tareas de mayor valor"",""Porque lo tiene la competencia""]","es-MX","1","","","Podemos reducir tiempos de respuesta y liberar horas del equipo de soporte para tareas de mayor valor","",""
"gerente_ti_N2_CONOCIMIENTO_Q6","adopcion_ia","Conocimiento","","","En términos de riesgos, ¿qué debes vigilar al introducir un chatbot de IA en soporte de TI?","opcion_multiple_unica","[""Que la interfaz sea colorida"",""Que sea capaz de tomar decisiones financieras"",""Que no entregue información sensible, ni decisiones críticas sin supervisión humana"",""Que responda siempre 'No sé'""]","es-MX","1","","","Que no entregue información sensible, ni decisiones críticas sin supervisión humana","",""
"gerente_ti_N2_ADOPCION_Q1","adopcion_ia","Adopción/uso","","","Uso funciones de IA o automatización en mi herramienta ITSM para clasificar o enrutar tickets.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_ADOPCION_Q2","adopcion_ia","Adopción/uso","","","Reviso métricas como MTTR o volumen de tickets resueltos para evaluar el impacto de la IA en soporte.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_ADOPCION_Q3","adopcion_ia","Adopción/uso","","","Promuevo que el equipo documente qué tareas repetitivas podrían ser candidatas a automatización con IA.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_ADOPCION_Q4","adopcion_ia","Adopción/uso","","","Cuando pruebo una nueva función con IA en nuestras herramientas, establezco algún período de prueba controlado (piloto) antes de usarla en producción.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_ADOPCION_Q5","adopcion_ia","Adopción/uso","","","Coordino con otras áreas (por ejemplo, Recursos Humanos o Comunicación interna) para que el uso de chatbots de TI esté alineado con la experiencia del colaborador.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N2_ADOPCION_Q6","adopcion_ia","Adopción/uso","","","He propuesto o gestionado pequeños presupuestos para pilotos de IA (por ejemplo, licencias adicionales, módulos de IA en herramientas actuales).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_CONOCIMIENTO_Q1","adopcion_ia","Conocimiento","","","¿Qué es AIOps en el contexto de monitoreo de TI?","opcion_multiple_unica","[""Una metodología de desarrollo ágil"",""Un enfoque que aplica IA y analítica avanzada para detectar, diagnosticar y resolver problemas en operaciones de TI"",""Un tipo de firewall"",""Un estándar de cableado estructurado""]","es-MX","1","","","Un enfoque que aplica IA y analítica avanzada para detectar, diagnosticar y resolver problemas en operaciones de TI","",""
"gerente_ti_N3_CONOCIMIENTO_Q2","adopcion_ia","Conocimiento","","","Si quieres usar IA para predecir picos de carga en servidores, ¿qué tipo de modelo necesitas?","opcion_multiple_unica","[""Un modelo de clasificación binaria"",""Un modelo de segmentación de clientes"",""Un modelo de series de tiempo o regresión para demanda/capacidad"",""Un modelo de generación de imágenes""]","es-MX","1","","","Un modelo de series de tiempo o regresión para demanda/capacidad","",""
"gerente_ti_N3_CONOCIMIENTO_Q3","adopcion_ia","Conocimiento","","","¿Qué indicador refleja mejor el impacto de una solución de IA en monitoreo proactivo?","opcion_multiple_unica","[""Cantidad de correos enviados"",""Reducción de incidentes críticos no detectados o tiempo de indisponibilidad"",""Número de impresoras instaladas"",""Espacio físico en oficinas""]","es-MX","1","","","Reducción de incidentes críticos no detectados o tiempo de indisponibilidad","",""
"gerente_ti_N3_CONOCIMIENTO_Q4","adopcion_ia","Conocimiento","","","En la gestión de proyectos de IA, ¿qué es una buena práctica de gobernanza de datos?","opcion_multiple_unica","[""Permitir que cualquier área cree sus propios repositorios sin reglas"",""No registrar los orígenes de los datos"",""Definir propietarios de datos, controles de acceso y políticas de calidad de datos"",""Borrar logs para ahorrar espacio""]","es-MX","1","","","Definir propietarios de datos, controles de acceso y políticas de calidad de datos","",""
"gerente_ti_N3_CONOCIMIENTO_Q5","adopcion_ia","Conocimiento","","","Si evalúas invertir en una solución de IA de monitoreo, ¿qué enfoque de análisis de inversión es más adecuado?","opcion_multiple_unica","[""Mirar solo el costo de licencias"",""Calcular también el costo de incidentes evitados, reducción de horas extra y mejoras en SLA"",""Decidir únicamente por recomendación del proveedor"",""Elegir la solución más cara""]","es-MX","1","","","Calcular también el costo de incidentes evitados, reducción de horas extra y mejoras en SLA","",""
"gerente_ti_N3_CONOCIMIENTO_Q6","adopcion_ia","Conocimiento","","","Respecto a los riesgos, ¿qué es crítico al desplegar IA que toma acciones automáticas en infraestructura?","opcion_multiple_unica","[""Que el modelo tenga una interfaz atractiva"",""Que no exista forma de desactivar la automatización"",""Definir límites, revisiones humanas y mecanismos de rollback ante errores"",""Permitir cambios irreversibles sin registro""]","es-MX","1","","","Definir límites, revisiones humanas y mecanismos de rollback ante errores","",""
"gerente_ti_N3_ADOPCION_Q1","adopcion_ia","Adopción/uso","","","He liderado o co-liderado proyectos de IA en monitoreo, gestión de capacidad o soporte dentro del área de TI.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_ADOPCION_Q2","adopcion_ia","Adopción/uso","","","Reviso regularmente indicadores de impacto (ej. reducción de incidentes, tiempo de indisponibilidad) para evaluar proyectos de IA en TI.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_ADOPCION_Q3","adopcion_ia","Adopción/uso","","","Trabajo con mi equipo para mejorar la calidad de datos que alimenta a las soluciones de IA (por ejemplo, estandarizar categorías de incidentes o métricas de monitoreo).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_ADOPCION_Q4","adopcion_ia","Adopción/uso","","","Coordino con Finanzas u otras áreas para justificar inversiones en soluciones de IA para TI usando datos de impacto.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_ADOPCION_Q5","adopcion_ia","Adopción/uso","","","Estoy involucrado en la selección de proveedores de IA (RFP, evaluación técnica y de seguridad).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N3_ADOPCION_Q6","adopcion_ia","Adopción/uso","","","Aseguro que las soluciones de IA que usamos en TI tengan controles claros (auditoría, logs, permisos, revisión humana cuando aplica).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_CONOCIMIENTO_Q1","adopcion_ia","Conocimiento","","","¿Cuál de las siguientes es una responsabilidad típica de un Gerente de TI que actúa como estratega de IA?","opcion_multiple_unica","[""Diseñar solo el cableado de red"",""Alinear iniciativas de IA con los objetivos estratégicos del negocio y el roadmap de TI"",""Aprobar únicamente compras de laptops"",""Administrar la nómina de toda la empresa""]","es-MX","1","","","Alinear iniciativas de IA con los objetivos estratégicos del negocio y el roadmap de TI","",""
"gerente_ti_N4_CONOCIMIENTO_Q2","adopcion_ia","Conocimiento","","","Si estás priorizando proyectos de IA de distintas áreas, ¿qué criterio es más estratégico?","opcion_multiple_unica","[""El área que más insiste"",""El proveedor que ofrece más descuentos"",""El impacto en objetivos clave del negocio (ingresos, costos, riesgo, experiencia de cliente) frente a la complejidad de implementación"",""El proyecto más fácil técnicamente""]","es-MX","1","","","El impacto en objetivos clave del negocio (ingresos, costos, riesgo, experiencia de cliente) frente a la complejidad de implementación","",""
"gerente_ti_N4_CONOCIMIENTO_Q3","adopcion_ia","Conocimiento","","","¿Qué papel juega la arquitectura de datos en una estrategia de IA a nivel organizacional?","opcion_multiple_unica","[""Es irrelevante"",""Solo sirve para backup"",""Es fundamental para asegurar que los datos sean accesibles, de calidad y gobernados para entrenar y operar modelos de IA"",""Sirve solo para comprar más hardware""]","es-MX","1","","","Es fundamental para asegurar que los datos sean accesibles, de calidad y gobernados para entrenar y operar modelos de IA","",""
"gerente_ti_N4_CONOCIMIENTO_Q4","adopcion_ia","Conocimiento","","","¿Qué enfoque es más adecuado para abordar el riesgo regulatorio y ético de la IA a nivel empresarial?","opcion_multiple_unica","[""Dejar que cada área defina sus propias reglas sin coordinación"",""Tener una política corporativa de IA, con roles claros, comité de revisión y lineamientos de uso responsable"",""Ignorar el tema mientras no haya multas"",""Delegarlo únicamente al área legal""]","es-MX","1","","","Tener una política corporativa de IA, con roles claros, comité de revisión y lineamientos de uso responsable","",""
"gerente_ti_N4_CONOCIMIENTO_Q5","adopcion_ia","Conocimiento","","","Al armar el business case de un programa de IA empresarial, ¿qué debería incluirse?","opcion_multiple_unica","[""Solo el costo de licencias"",""Solo beneficios cualitativos"",""Costos (licencias, implementación, cambio cultural) y beneficios cuantitativos y cualitativos (eficiencias, ingresos adicionales, reducción de riesgos)"",""Exclusivamente el benchmark de la competencia""]","es-MX","1","","","Costos (licencias, implementación, cambio cultural) y beneficios cuantitativos y cualitativos (eficiencias, ingresos adicionales, reducción de riesgos)","",""
"gerente_ti_N4_CONOCIMIENTO_Q6","adopcion_ia","Conocimiento","","","¿Qué es importante en la colaboración TI–Negocio para iniciativas de IA?","opcion_multiple_unica","[""Que TI defina todo sin involucrar a las áreas usuarias"",""Que solo participe el CEO"",""Que haya co-diseño de casos de uso, métricas compartidas y responsables claros de valor de negocio"",""Que cada área compre sus propias soluciones sin avisar""]","es-MX","1","","","Que haya co-diseño de casos de uso, métricas compartidas y responsables claros de valor de negocio","",""
"gerente_ti_N4_ADOPCION_Q1","adopcion_ia","Adopción/uso","","","Participo activamente en la definición o actualización del roadmap de IA de la organización, coordinado con la estrategia de TI.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_ADOPCION_Q2","adopcion_ia","Adopción/uso","","","Co-lidero con otras áreas (Operaciones, Ventas, Finanzas, etc.) la priorización de casos de uso de IA según impacto en objetivos estratégicos.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_ADOPCION_Q3","adopcion_ia","Adopción/uso","","","Impulso la creación o adopción de marcos de gobierno de IA (políticas, comités, lineamientos de datos y modelos).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_ADOPCION_Q4","adopcion_ia","Adopción/uso","","","Evalúo regularmente la cartera de proyectos de IA para ajustar inversiones, descontinuar pilotos o escalar soluciones probadas.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_ADOPCION_Q5","adopcion_ia","Adopción/uso","","","Promuevo que el equipo de TI desarrolle capacidades internas (skills, herramientas) para reducir dependencia excesiva de proveedores en IA.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N4_ADOPCION_Q6","adopcion_ia","Adopción/uso","","","Integro indicadores de IA (por ejemplo, impacto en SLA, ingresos, reducción de riesgos) en los tableros de gestión que se reportan a Dirección.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_CONOCIMIENTO_Q1","adopcion_ia","Conocimiento","","","¿Qué caracteriza a una transformación impulsada por IA a nivel organizacional?","opcion_multiple_unica","[""Comprar muchas herramientas de IA sin cambiar procesos"",""Implementar un único chatbot"",""Rediseñar procesos clave con IA como habilitador, gestionando cambio cultural, métricas de valor y gobierno robusto"",""Externalizar todo a un proveedor""]","es-MX","1","","","Rediseñar procesos clave con IA como habilitador, gestionando cambio cultural, métricas de valor y gobierno robusto","",""
"gerente_ti_N5_CONOCIMIENTO_Q2","adopcion_ia","Conocimiento","","","En términos de arquitectura, ¿qué es crítico para escalar IA en la organización?","opcion_multiple_unica","[""Tener múltiples silos de datos sin integración"",""Depender de scripts aislados hechos por individuos"",""Contar con plataforma de datos e IA reusable, gobernada y segura (MLOps, DataOps)"",""Usar solo hojas de cálculo locales""]","es-MX","1","","","Contar con plataforma de datos e IA reusable, gobernada y segura (MLOps, DataOps)","",""
"gerente_ti_N5_CONOCIMIENTO_Q3","adopcion_ia","Conocimiento","","","¿Qué enfoque refleja mejor una visión responsable y sostenible de IA?","opcion_multiple_unica","[""Optimizar solo métricas de corto plazo"",""Ignorar impacto en empleo y habilidades"",""Considerar impacto en personas, empleo, ética, cumplimiento y valor de largo plazo en el diseño de iniciativas de IA"",""Dejar la responsabilidad únicamente al proveedor""]","es-MX","1","","","Considerar impacto en personas, empleo, ética, cumplimiento y valor de largo plazo en el diseño de iniciativas de IA","",""
"gerente_ti_N5_CONOCIMIENTO_Q4","adopcion_ia","Conocimiento","","","En un programa de IA transversal, ¿qué rol debería tener TI?","opcion_multiple_unica","[""Solo proveedor de infraestructura"",""Único dueño de todos los casos de uso"",""Socio estratégico que habilita plataformas, estándares, seguridad y co-lidera con las áreas de negocio"",""No participar""]","es-MX","1","","","Socio estratégico que habilita plataformas, estándares, seguridad y co-lidera con las áreas de negocio","",""
"gerente_ti_N5_CONOCIMIENTO_Q5","adopcion_ia","Conocimiento","","","¿Cuál es una forma madura de gestionar la inversión en IA en el tiempo?","opcion_multiple_unica","[""Aprobar proyectos de IA caso por caso sin visión global"",""Invertir fuerte solo el primer año y luego detenerse"",""Gestionar un portafolio de IA con revisiones periódicas, realocando presupuesto según resultados y alineación estratégica"",""Gastar todo el presupuesto anual en una sola iniciativa""]","es-MX","1","","","Gestionar un portafolio de IA con revisiones periódicas, realocando presupuesto según resultados y alineación estratégica","",""
"gerente_ti_N5_CONOCIMIENTO_Q6","adopcion_ia","Conocimiento","","","¿Qué es un resultado clave de una estrategia de IA bien implementada en TI y el negocio?","opcion_multiple_unica","[""Aumento de incidencias por cambios no controlados"",""Mayor opacidad en decisiones automatizadas"",""Mejora medible en indicadores de negocio (costos, ingresos, riesgos) y en la experiencia de colaboradores y clientes"",""Aumento de complejidad sin beneficios claros""]","es-MX","1","","","Mejora medible en indicadores de negocio (costos, ingresos, riesgos) y en la experiencia de colaboradores y clientes","",""
"gerente_ti_N5_ADOPCION_Q1","adopcion_ia","Adopción/uso","","","Lidero o co-lidero un programa de transformación donde IA es un pilar central (no solo proyectos aislados).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_ADOPCION_Q2","adopcion_ia","Adopción/uso","","","Impulso el diseño y evolución de plataformas corporativas de datos e IA (por ejemplo, data platform, MLOps) para reutilizar capacidades en múltiples casos de uso.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_ADOPCION_Q3","adopcion_ia","Adopción/uso","","","Promuevo y apoyo programas de formación en IA para distintas áreas de la organización (no solo TI).","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_ADOPCION_Q4","adopcion_ia","Adopción/uso","","","Trabajo con Alta Dirección para incorporar la IA y el uso de datos en la estrategia corporativa y en la agenda de riesgos.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_ADOPCION_Q5","adopcion_ia","Adopción/uso","","","Fomento que existan mecanismos de feedback (de clientes, colaboradores y stakeholders) sobre los sistemas con IA para mejorar y corregir sesgos o efectos no deseados.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"gerente_ti_N5_ADOPCION_Q6","adopcion_ia","Adopción/uso","","","Integro los resultados de IA (insights, predicciones, automatizaciones) en los procesos y decisiones clave del negocio de manera sistemática, no solo en pilotos.","likert_1_5_frecuencia","[""Nunca"",""Rara vez"",""A veces"",""Frecuentemente"",""Siempre""]","es-MX","1","{""min"":1,""max"":5,""sentido"":""más es mayor adopción""}","","","",""
"lider_gerente_ventas_CONOCIMIENTO_Q1","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Cuál de las siguientes opciones describe mejor qué es la inteligencia artificial aplicada a ventas?","opcion_multiple_unica","[""Un sistema que reemplaza por completo al equipo de ventas."",""Herramientas que analizan datos de clientes para apoyar tareas como priorizar leads o personalizar mensajes."",""Un tipo de hardware especial para hacer llamadas más rápidas."",""Una base de datos de contactos sin capacidades de análisis.""]","es-MX","1","","","Herramientas que analizan datos de clientes para apoyar tareas como priorizar leads o personalizar mensajes.","{""dimension"":""conocimiento"",""rubros"":[""C"",""A""],""subdimension"":""casos_uso_actuales"",""nivel"":""1""}",""
"lider_gerente_ventas_CONOCIMIENTO_Q2","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Qué es un CRM con capacidades de IA?","opcion_multiple_unica","[""Un archivo Excel compartido."",""Un sistema que sólo almacena datos de clientes sin generar reportes."",""Un sistema que puede priorizar leads, sugerir próximos pasos y generar insights automáticamente."",""Una herramienta usada solo por Finanzas.""]","es-MX","1","","","Un sistema que puede priorizar leads, sugerir próximos pasos y generar insights automáticamente.","{""dimension"":""conocimiento"",""rubros"":[""C"",""P""],""subdimension"":""productividad"",""nivel"":""1""}",""
"lider_gerente_ventas_CONOCIMIENTO_Q3","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Cuál de estas tareas es más típica de la IA en ventas?","opcion_multiple_unica","[""Definir la política salarial del equipo."",""Sugerir qué leads tienen más probabilidad de cerrar."",""Firmar contratos con clientes."",""Definir la estructura de comisiones.""]","es-MX","1","","","Sugerir qué leads tienen más probabilidad de cerrar.","{""dimension"":""conocimiento"",""rubros"":[""C"",""A""],""subdimension"":""casos_uso_actuales"",""nivel"":""1""}",""
"lider_gerente_ventas_CONOCIMIENTO_Q4","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Qué significa “automatizar un correo de seguimiento con IA”?","opcion_multiple_unica","[""Enviar un mismo correo genérico a todos."",""Generar borradores personalizados según el historial del cliente."",""Dejar de responder correos."",""Enviar correos sin registro en el CRM.""]","es-MX","1","","","Generar borradores personalizados según el historial del cliente.","{""dimension"":""conocimiento"",""rubros"":[""C"",""P""],""subdimension"":""productividad"",""nivel"":""1""}",""
"lider_gerente_ventas_CONOCIMIENTO_Q5","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Cuál es un riesgo básico de usar IA en ventas sin supervisión?","opcion_multiple_unica","[""Aumentar siempre las ventas."",""Enviar mensajes incorrectos o poco éticos a clientes."",""Reducir el tiempo de respuesta."",""Tener mejor organización de información.""]","es-MX","1","","","Enviar mensajes incorrectos o poco éticos a clientes.","{""dimension"":""conocimiento"",""rubros"":[""C"",""E""],""subdimension"":""aspectos_eticos_riesgos"",""nivel"":""1""}",""
"lider_gerente_ventas_CONOCIMIENTO_Q6","adopcion_ia_lider_gerente_ventas","Conocimiento","","","¿Cuál de estas fuentes de datos suele alimentar a la IA en ventas?","opcion_multiple_unica","[""Únicamente redes sociales personales del gerente."",""Datos del CRM: historial de interacciones, montos, cierres, etc."",""Sólo información de Recursos Humanos."",""Un listado aleatorio de contactos.""]","es-MX","1","","","Datos del CRM: historial de interacciones, montos, cierres, etc.","{""dimension"":""conocimiento"",""rubros"":[""C"",""I""],""subdimension"":""autonomia_y_sofisticacion"",""nivel"":""1""}",""
